"sex","age_wife","age_h","MI_geo_proximity","MI_economic_capital","MI_human_capital","NW_total","non_rels","parents_kids","pat_rels","mat_rels","in_laws","far_rels","geo_distance_non_rels","geo_distance_rels","rels_in_NW","rels_in_NW_h","percent_rels_in_NW","percent_rels_in_NW_h","rels_econ_help","rels_econ_help_h","non_rels_econ_help","non_rels_econ_help_h","percent_rels_econ_help","percent_rels_econ_help_h","emot_support_rels","emot_support_rels_h","emot_support_non_rels","emot_support_non_rels_h","percent_rels_emot_support","percent_rels_emot_support_h","childcare_help_rels","childcare_help_non_rels","childcare_help_rels_percent","overall_help_rels","overall_help_rels_h","overall_help_non_rels","overall_help_non_rels_h","percent_overall_help_rels","percent_overall_help_rels_h","religion","religious_knowledge_scale","hh_total","kids_in_hh","familyBariReligiousBefore","familyBariReligiousAfter","religious_change","R_NUM_SIBS"
0,44,NA,-0.0330920250216081,-0.475961903493153,0.429769266867623,20,0,7,0,0,7,2,NA,2.33333333333333,17,NA,0.833333333333333,NA,9.001,NA,0.001,NA,0.999750124937531,NA,15.001,NA,0.001,NA,0.999928581631196,NA,11.001,0.001,0.999833388870377,30.004,NA,0.004,NA,0.999826147426982,NA,0,2.37303664921466,-1.6348167539267,-0.909685863874345,0,0,0,5
0,53,NA,0.564150800240221,0.87877320178234,0.277774714351613,10,2,6,0,0,0,0,3,3.4,8,NA,0.75,NA,3.001,NA,0.001,NA,0.99966688874084,NA,7.001,NA,0.001,NA,0.99987503124219,NA,5.001,0.001,0.999001996007984,14.004,NA,0.004,NA,0.999692496924969,NA,0,2.37303664921466,-0.634816753926701,-0.909685863874345,0,1,1,7
1,69,69,-0.318699914667611,0.13055348792197,-0.943188001994311,15,2,6,0,0,6,0,2,3.4,13,6,0.875,1,6.001,0,1.001,0,0.999833388870377,NA,8.001,7,0.001,0,0.99987503124219,1,3.001,0.001,0.999001996007984,21.004,16,1.004,0,0.949820071971211,1,0,-1.62696335078534,0.365183246073299,1.09031413612565,-1,1,2,6
1,43,43,-0.244677645661913,-0.721126416370875,0.930818170728395,13,0,3,0,0,0,0,NA,2.11111111111111,13,7,0.769230769230769,1,5.001,3,0.001,4,0.999857183661811,0.5,4.001,11,0.001,2,0.999750124937531,0.833333333333333,4.001,0.001,0.999833388870377,17.004,20,0.004,19,0.999764816556914,0.6,0,0.37303664921466,-1.6348167539267,-0.909685863874345,0,0,0,6
0,61,NA,-0.36443003681359,-0.955187264480756,-0.919192615344873,9,0,3,0,0,3,0,NA,2.25,9,NA,0.888888888888889,NA,4.001,NA,0.001,NA,0.999750124937531,NA,6.001,NA,0.001,NA,0.999857183661811,NA,5.001,0.001,0.99966688874084,15.004,NA,0.004,NA,0.999733475479744,NA,0,-2.12696335078534,-1.6348167539267,0.0903141361256545,0,0,0,6
0,54,NA,-0.227241222822935,-0.966485278739701,-0.0799290092552218,12,1,2,0,1,7,0,2,2,11,NA,0.916666666666667,NA,7.001,NA,0.001,NA,0.999750124937531,NA,7.001,NA,0.001,NA,0.99987503124219,NA,0.001,0.001,0.999800079968013,19.004,NA,0.004,NA,0.999789562289562,NA,0,-2.62696335078534,-3.6348167539267,-1.90968586387435,1,0,-1,3
0,64,NA,-0.253543274986923,-0.225475991342799,-0.830898559736897,22,2,13,0,0,0,2,2,2.42857142857143,19,NA,0.8,NA,2.001,NA,0.001,NA,0.9995004995005,NA,18.001,NA,0.001,NA,0.999888913574761,NA,2.001,0.001,0.9995004995005,16.004,NA,0.004,NA,0.999764816556914,NA,0,-2.12696335078534,4.3651832460733,4.09031413612565,0,1,1,5
0,34,48,-0.332315889495897,-1.65434987569182,0.490174113025648,10,1,1,0,0,6,0,2,2,9,4,0.9,1,4.001,1,0.001,7,0.999750124937531,0.25,5.001,7,0.001,0,0.999800079968013,1,5.001,1.001,0.5,17.004,12,1.004,16,0.940968955785513,0.4375,0,-0.62696335078534,-3.6348167539267,-3.90968586387435,0,0,0,8
0,43,NA,-0.136706929402518,-1.23275883956849,-0.0572066089242799,15,2,4,0,0,5,0,2,2.09090909090909,13,NA,0.818181818181818,NA,6.001,NA,0.001,NA,0.999857183661811,NA,4.001,NA,0.001,NA,0.999750124937531,NA,8.001,0.001,0.999750124937531,17.004,NA,0.004,NA,0.999789562289562,NA,0,-2.62696335078534,-0.634816753926701,0.0903141361256545,0,0,0,5
0,41,50,-0.0289470651011137,0.0221388476638295,0.790884662195862,9,0,2,1,0,0,2,NA,1.72727272727273,9,9,0.8,1,0.001,3,0.001,4,0.5,0.375,4.001,3,0.001,3,0.999750124937531,0.571428571428571,5.001,0.001,0.999750124937531,11.004,11,0.004,8,0.999600319744205,0.692307692307692,1,9.37303664921466,-3.6348167539267,-1.90968586387435,0,1,1,4
1,65,65,-0.212771111940533,0.0245407076116459,-1.27857876781567,15,0,5,0,0,4,0,NA,1.5,15,5,0.777777777777778,1,4.001,2,0.001,0,0.999750124937531,1,5.001,10,0.001,1,0.999800079968013,0.909090909090909,3.001,0.001,0.999750124937531,16.004,17,0.004,0,0.999750124937531,1,0,-2.62696335078534,3.3651832460733,0.0903141361256545,0,0,0,6
0,34,48,-0.138950294030946,-1.17602888389386,0.758416823476637,15,1,5,4,0,0,1,2,1.7,14,6,0.7,1,5.001,2,0.001,6,0.999750124937531,0.25,7.001,5,0.001,2,0.999857183661811,0.714285714285714,6.001,0.001,0.9995004995005,17.004,14,0.004,12,0.999764816556914,0.555555555555556,0,-0.12696335078534,-1.6348167539267,-2.90968586387435,0,-1,-1,5
0,35,NA,0.123004607311377,0.0636490787954221,0.723916879135737,14,6,3,4,3,0,0,4,3.28571428571429,6,NA,0.888888888888889,NA,2.001,NA,8.001,NA,0.749875062468766,NA,2.001,NA,8.001,NA,0.571408169094544,NA,4.001,0.001,0.5,7.004,NA,8.004,NA,0.33344437041972,NA,0,2.87303664921466,-2.6348167539267,-0.909685863874345,1,-1,-2,5
1,47,47,-0.302215380316324,-0.624741044046386,-0.431012571097177,12,1,3,0,0,2,1,3,2,11,9,1,1,3.001,2,1.001,0,0.9995004995005,1,8.001,4,4.001,5,0.666629637858254,0.428571428571429,3.001,0.001,0.999800079968013,16.004,17,3.004,0,0.912899860917942,1,0,-0.62696335078534,-0.634816753926701,0.0903141361256545,0,0,0,5
0,39,NA,-0.0524928113267794,0.618887184781084,0.360805521351578,16,4,6,0,0,7,1,4,2.375,11,NA,0.888888888888889,NA,7.001,NA,0.001,NA,0.749937515621095,NA,6.001,NA,0.001,NA,0.99987503124219,NA,6.001,0.001,0.999750124937531,23.004,NA,0.004,NA,0.999826147426982,NA,0,-2.62696335078534,0.365183246073299,-0.909685863874345,1,1,0,5
1,52,53,-0.0326296079572024,-1.00485253902238,-0.462254376084517,7,5,1,0,0,2,0,2.5,3.2,3,13,1,1,0.001,5,1.001,0,0.000249875062468766,1,1.001,4,0.001,0,0.999001996007984,1,0.001,1.001,0.00033311125916056,2.004,18,1.004,0,0.899680255795364,1,0,-2.12696335078534,-0.634816753926701,0.0903141361256545,0,-1,-1,3
0,50,NA,0.219161335856307,0.142454115939999,-0.583266773343049,12,2,4,0,0,1,5,2,2.5,10,NA,0.8,NA,6.001,NA,0.001,NA,0.999857183661811,NA,10.001,NA,0.001,NA,0.999941183390189,NA,5.001,0.001,0.999857183661811,33.004,NA,0.004,NA,0.999826147426982,NA,0,-1.62696335078534,0.365183246073299,-0.909685863874345,1,0,-1,5
0,48,NA,-0.108881486196081,-1.17722268018992,0.422023824490762,11,1,5,0,0,5,1,3,3,10,NA,0.833333333333333,NA,3.001,NA,1.001,NA,0.99966688874084,NA,5.001,NA,2.001,NA,0.846100599907707,NA,3.001,0.001,0.999001996007984,13.004,NA,4.004,NA,0.736742424242424,NA,0,1.87303664921466,-0.634816753926701,0.0903141361256545,0,1,1,1
0,32,39,-0.191871147004326,-0.855243234022401,0.708165468459709,4,2,2,0,0,3,0,2,2,3,5,0.5,1,2.001,1,0.001,0,0.9995004995005,1,9.001,6,0.001,0,0.999928581631196,1,4.001,0.001,0.999750124937531,21.004,14,0.004,7,0.999857183661811,0.708333333333333,0,-0.12696335078534,-3.6348167539267,-1.90968586387435,0,0,0,0
0,28,42,-0.191871147004326,-1.25270749182294,0.988020182255288,9,1,2,0,0,6,3,2,2,8,15,0.9,1,3.001,6,0.001,0,0.999001996007984,1,2.001,4,0.001,3,0.9995004995005,0.571428571428571,4.001,0.001,0.9995004995005,10.004,20,0.004,2,0.999636627906977,0.8,1,-2.62696335078534,-0.634816753926701,0.0903141361256545,0,-1,-1,4
0,31,NA,-0.145925656597177,1.31207416583775,1.00516801977407,18,2,5,5,0,0,2,2,1.6,14,NA,0.714285714285714,NA,2.001,NA,0.001,NA,0.9995004995005,NA,5.001,NA,0.001,NA,0.999800079968013,NA,4.001,0.001,0.99987503124219,15.004,NA,0.004,NA,0.999714448886351,NA,0,-0.62696335078534,0.365183246073299,-3.90968586387435,0,0,0,4
0,43,NA,-0.136706929402518,-1.23275883956849,0.227891871215379,9,1,2,0,0,6,0,2,2.14285714285714,8,NA,0.769230769230769,NA,4.001,NA,0.001,NA,0.999750124937531,NA,8.001,NA,0.001,NA,0.99987503124219,NA,2.001,0.001,0.99966688874084,16.004,NA,0.004,NA,0.999777876499334,NA,0,-1.62696335078534,-2.6348167539267,-0.909685863874345,1,0,-1,6
0,68,NA,-0.152923951704354,-0.187852707940587,-0.574055595955787,14,1,4,0,0,4,1,2,2.28571428571429,13,NA,0.846153846153846,NA,0.001,NA,0.001,NA,0.5,NA,2.001,NA,0.001,NA,0.9995004995005,NA,5.001,0.001,0.9995004995005,8.004,NA,0.004,NA,0.99955595026643,NA,0,-3.62696335078534,1.3651832460733,3.09031413612565,1,0,-1,2
0,53,NA,-0.278654435687389,1.0238025352806,0.194416411254826,9,1,4,0,0,3,0,2,3.4,8,NA,0.7,NA,7.001,NA,0.001,NA,0.999750124937531,NA,7.001,NA,0.001,NA,0.999833388870377,NA,1.001,0.001,0.9995004995005,18.004,NA,0.004,NA,0.999750124937531,NA,0,1.37303664921466,-0.634816753926701,-1.90968586387435,0,1,1,0
0,70,NA,-0.274311917099308,-0.187852707940587,-0.723643353642682,7,0,2,0,0,2,0,NA,1.4,7,NA,0.8,NA,3.001,NA,0.001,NA,0.99966688874084,NA,5.001,NA,0.001,NA,0.999800079968013,NA,2.001,0.001,0.5,11.004,NA,0.004,NA,0.999636627906977,NA,0,-0.12696335078534,2.3651832460733,0.0903141361256545,0,0,0,4
0,63,NA,-0.284389808853822,-1.04798203193775,-0.562545621285236,5,1,3,0,0,0,1,2,2.6,4,NA,0.8,NA,1.001,NA,0.001,NA,0.999001996007984,NA,3.001,NA,0.001,NA,0.99966688874084,NA,1.001,0.001,0.999750124937531,6.004,NA,0.004,NA,0.999334221038615,NA,0,-1.62696335078534,3.3651832460733,5.09031413612565,0,0,0,7
1,83,77,-0.318195587598796,2.6207110156171,-1.38842064079735,9,0,5,0,0,0,0,NA,1.28571428571429,9,7,0.777777777777778,1,2.001,4,0.001,0,0.9995004995005,1,2.001,6,0.001,3,0.9995004995005,0.7,2.001,0.001,0.5,7.004,18,0.004,0,0.999429223744292,1,0,0.37303664921466,3.3651832460733,2.09031413612565,0,0,0,7
0,49,56,-0.15303111339067,-1.17602888389386,-0.634230134924259,9,0,2,0,0,6,0,NA,2.25,9,9,1,1,5.001,3,0.001,0,0.999750124937531,1,6.001,3,0.001,0,0.99987503124219,1,6.001,0.001,0.99966688874084,16.004,10,0.004,10,0.999750124937531,0.5,0,-0.12696335078534,-0.634816753926701,1.09031413612565,0,0,0,3
0,38,53,-0.0610257236902359,0.283550852339766,1.17596066349031,14,1,5,0,0,6,0,3,3,13,6,1,1,5.001,4,0.001,0,0.999833388870377,1,9.001,4,0.001,0,0.999916680553241,1,3.001,0.001,0.999800079968013,27.004,13,0.004,17,0.999857183661811,0.424242424242424,0,0.37303664921466,-2.6348167539267,-0.909685863874345,1,1,0,6
1,73,73,-0.275510284215469,-0.30863970564834,-0.521619682965915,5,0,4,0,0,1,0,NA,2.6,5,4,1,1,0.001,2,0.001,0,0.5,1,2.001,4,0.001,0,0.9995004995005,1,1.001,0.001,0.999001996007984,5.004,10,0.004,3,0.999201277955272,0.714285714285714,0,-1.62696335078534,-2.6348167539267,-0.909685863874345,0,0,0,8
0,32,40,0.0901771987058267,-0.375509941064036,1.47066224089436,13,2,4,0,0,3,0,2,2.33333333333333,11,16,0.727272727272727,1,6.001,2,0.001,2,0.999750124937531,0.5,4.001,7,0.001,3,0.999750124937531,0.666666666666667,4.001,0.001,0.999800079968013,14.004,17,0.004,2,0.99966688874084,0.925925925925926,0,-0.62696335078534,-2.6348167539267,-0.909685863874345,0,0,0,5
1,46,46,0.0105058786924947,-0.252961488375734,0.946510945221057,10,0,0,1,0,5,0,NA,2.3,10,12,0.714285714285714,1,6.001,5,0.001,0,0.99987503124219,1,7.001,3,0.001,0,0.999833388870377,1,1.001,0.001,0.999800079968013,18.004,25,0.004,0,0.999800079968013,1,0,3.37303664921466,-0.634816753926701,-0.909685863874345,0,0,0,7
1,53,53,-0.333470296378045,0.496167800354659,-0.128924142631394,10,1,6,0,0,3,0,2,1.71428571428571,9,5,0.875,1,2.001,2,1.001,3,0.9995004995005,0.333333333333333,6.001,5,0.001,1,0.999857183661811,0.857142857142857,4.001,0.001,0.9995004995005,14.004,10,1.004,14,0.940968955785513,0.466666666666667,0,4.37303664921466,0.365183246073299,1.09031413612565,0,1,1,9
1,32,31,-0.197628792067229,-1.21725076251326,0.540468102513145,7,1,2,1,0,1,6,2,1.75,6,4,0.75,1,3.001,3,3.001,0,0.99966688874084,1,3.001,3,4.001,0,0.749968753905762,1,3.001,1.001,0.66655562958028,10.004,9,6.004,6,0.421085858585859,0.5,1,-2.62696335078534,0.365183246073299,-0.909685863874345,-1,0,1,NA
1,70,70,-0.199788156679831,2.08180824808797,-1.2172228737223,10,0,3,0,0,6,0,NA,1.77777777777778,10,6,0.888888888888889,1,0.001,7,0.001,3,0.5,0.444444444444444,3.001,9,0.001,3,0.99966688874084,0.833333333333333,4.001,0.001,0.99966688874084,9.004,15,0.004,11,0.99955595026643,0.696969696969697,0,0.87303664921466,-3.6348167539267,-1.90968586387435,0,1,1,5
0,50,55,-0.394418228435709,-0.897942091240988,0.485603186626806,9,1,3,0,0,3,0,4,2,8,10,1,1,8.001,3,0.001,0,0.999833388870377,1,6.001,3,0.001,2,0.99987503124219,0.6,4.001,0.001,0.999750124937531,19.004,11,0.004,0,0.999750124937531,1,1,7.37303664921466,1.3651832460733,1.09031413612565,0,0,0,5
0,45,NA,-0.00293572868499516,0.618887184781084,1.4734420475239,7,0,2,1,0,3,0,NA,1.5,7,NA,0.714285714285714,NA,5.001,NA,0.001,NA,0.999857183661811,NA,2.001,NA,0.001,NA,0.9995004995005,NA,4.001,0.001,0.5,8.004,NA,0.004,NA,0.99955595026643,NA,1,6.37303664921466,-2.6348167539267,-0.909685863874345,0,1,1,5
0,63,71,-0.292942808180153,-0.0603643512645055,-1.37735116086785,8,0,2,1,2,0,0,NA,1.25,8,13,0.666666666666667,1,0.001,2,0.001,0,0.5,1,6.001,14,0.001,0,0.999857183661811,1,4.001,0.001,0.999001996007984,13.004,24,0.004,2,0.999692496924969,0.9,0,1.87303664921466,-1.6348167539267,-0.909685863874345,1,0,-1,2
0,58,NA,-0.432807885976375,-0.27018500757777,-0.108498595775865,16,0,5,0,0,3,0,NA,2.28571428571429,16,NA,0.866666666666667,NA,5.001,NA,0.001,NA,0.999800079968013,NA,5.001,NA,0.001,NA,0.999800079968013,NA,3.001,0.001,0.999800079968013,17.004,NA,0.004,NA,0.999764816556914,NA,0,-0.62696335078534,-1.6348167539267,0.0903141361256545,0,0,0,1
0,50,58,0.251159552528599,0.0167472221394855,-0.556416097542021,10,1,4,0,0,4,0,2,3.625,9,1,0.904761904761905,1,3.001,1,1.001,0,0.9995004995005,1,6.001,2,0.001,0,0.999833388870377,1,2.001,0.001,0.999001996007984,14.004,11,1.004,2,0.93728135932034,0.925925925925926,0,2.87303664921466,-0.634816753926701,1.09031413612565,1,1,0,8
1,64,64,-0.350629586936906,-0.610102863167488,-0.640293183652343,10,2,5,0,0,1,2,2,1.66666666666667,8,6,0.666666666666667,1,0.001,3,0.001,0,0.5,1,3.001,6,0.001,2,0.99966688874084,0.75,6.001,0.001,0.999750124937531,8.004,16,0.004,6,0.99955595026643,0.739130434782609,0,-2.62696335078534,-3.6348167539267,-1.90968586387435,0,0,0,7
1,62,61,-0.328025271728625,-1.04393471504336,-0.899191862136542,8,0,3,0,0,3,0,NA,2,8,8,1,1,1.001,3,0.001,0,0.999001996007984,1,9.001,4,0.001,5,0.999888913574761,0.428571428571429,5.001,0.001,0.999800079968013,18.004,12,0.004,2,0.999750124937531,0.833333333333333,0,0.37303664921466,-1.6348167539267,0.0903141361256545,0,1,1,6
0,60,63,-0.320875583693744,-0.610102863167488,0.808473661635577,9,0,6,0,0,0,0,NA,1.4,9,9,0.9,1,0.001,2,0.001,3,0.5,0.4,1.001,11,0.001,0,0.999001996007984,1,5.001,0.001,0.5,6.004,25,0.004,5,0.999334221038615,0.75,0,-1.62696335078534,4.3651832460733,3.09031413612565,-1,1,2,NA
