id_Questionaire,id,gender,yearOfBirth,ageAtDeath,yearsSinceDeath,yearOfDeath,maritalStatus,relationToRespondent,relationOther,orderOfBirth,residentOfRespondentHousehold,location,laborMigrantNow,laborMigrantPast,spouseLaborMigrantNow,spouseLaborMigrantPast,numberOfSons,numberOfDaughters,educationMedium,education,educationOfSpouse,mainOccupation,otherOccupation1,otherOccupation2,otherOccupationNote,ageBeganWorkingFullTime,incomeTotalMonthly,incomeYearlyCrops,incomeMonthlyRentsInvestments,incomeMonthlyPension,remittance,incomeMonthlyRemittance,mainOccupationSpouse,unmarried,marriageMadeArranged,marriageMadeArrangedLove,marriageMadeLove,marriageMadeRegistry,marriageMadeOther,kabinAmount,kabinStatus,kabinPaidTaka,kabinPaidJewelry,kabinPaidLand,kabinPaidOther,kabinPaidNA,kabinPaidMarriageAt,kabinPaidMarriageAfter,kabinPaidMarriageNA,weddingExpenses
001E4F9D-80A6-E445-B3FC-2A5C6B336D10,6BA6F056-4632-9845-B931-83A9B7EC074C,M,1973,0,0,,2,Child,,2,,4,1,1,,,1,2,6,0,3,4,0,0,,0,0,0,0,0,No,0,18,,1,,,,,0,Partly Paid,,1,,,,1,,,bride
001E4F9D-80A6-E445-B3FC-2A5C6B336D10,82B30249-AC03-9144-995F-CA8AABD27DC6,F,1954,,,,3,Respondent,,,1,1,1,,,,,,6,0,,10,0,0,,62,2000,0,0,0,No,0,,,1,,,,,0,DK,,1,,,,1,,,bride
001E4F9D-80A6-E445-B3FC-2A5C6B336D10,D6F7C5F9-A158-A241-9149-9669BF783356,F,1979,,,,4,Other,Vashurer maya,,1,,,,,,1,3,1,5,,10,0,0,,0,0,0,0,0,No,0,5,,,,,,,,,,,,,,,,,
001E4F9D-80A6-E445-B3FC-2A5C6B336D10,E74FC619-035B-A140-83D1-3291E981B2BC,F,1971,0,0,,2,Child,,1,,4,,,1,1,1,0,6,0,NA,18,0,0,,0,0,0,0,0,No,0,4,,1,,,,,0,NA,,,,,1,,,1,bride
001E4F9D-80A6-E445-B3FC-2A5C6B336D10,F8B87C11-D62F-8E46-B66C-83FD6676903D,M,1938,0,0,,2,Husband,,1,,4,,,,,,,6,0,,0,0,0,,0,0,0,0,0,-,0,,,,,,,,,,,,,,,,,,
00D5DBC0-55F3-9C46-91B7-CEEB0141CAA5,16ACCC04-7ED2-3E4B-A094-D912D6B11E9C,M,1990,0,0,,1,Child,,4,,4,1,1,,,0,0,1,17,NA,21,0,0,,26,30000,0,0,0,No,0,0,1,,,,,,,,,,,,,,,,
00D5DBC0-55F3-9C46-91B7-CEEB0141CAA5,2A4861AC-7A30-A144-B42F-31E5E968FCC8,F,1997,,,,2,Other,CHELER BOW,,1,,,,,,0,0,1,12,,18,0,0,,0,0,0,0,0,No,0,18,,,,,,,,,,,,,,,,,
00D5DBC0-55F3-9C46-91B7-CEEB0141CAA5,5769EE8E-324F-184D-891D-80F467E85747,F,2002,,,,1,Other,NATIN,,1,,,,,,0,0,1,10/77,,20,0,0,,0,0,0,0,0,No,0,0,,,,,,,,,,,,,,,,,
00D5DBC0-55F3-9C46-91B7-CEEB0141CAA5,6CA62EBE-ED63-AC4C-B3A7-3BD467D464CC,M,0,9,31,,1,Child,,2,,,,,,,0,0,6,00,NA,0,0,0,DEAD,0,0,0,0,0,No,0,0,1,,,,,,0,,,,,,,,,,
00D5DBC0-55F3-9C46-91B7-CEEB0141CAA5,76519C1C-FE7A-FE44-9092-B8A0FEA4A820,F,1994,0,0,,2,Child,,5,,3,,,,,1,0,1,10,10,18,0,0,,0,0,0,0,0,No,0,9,,1,,,,,300000,Partly Paid,,1,,,,1,,,equal
00D5DBC0-55F3-9C46-91B7-CEEB0141CAA5,B679518F-447D-3544-8374-4D927559DA30,M,1960,0,0,,2,Husband,,,1,1,,,,,,,1,09,,9,0,0,,30,0,6000,0,0,Yes,15000,,,,,,,,,,,,,,,,,,
00D5DBC0-55F3-9C46-91B7-CEEB0141CAA5,CFFBE665-81E5-9146-AD83-F0E4DAAC2A2A,F,1983,0,0,,2,Child,,1,,3,,,,1,1,2,1,10,12,18,0,0,,0,0,0,0,0,No,0,0,,1,,,,,100000,Partly Paid,,1,,,,1,,,groom
00D5DBC0-55F3-9C46-91B7-CEEB0141CAA5,D702117E-3DEC-DF46-B80C-FDF096B73987,M,1987,0,0,,2,Child,,3,,5,1,,,,0,0,1,10,12,10,0,0,,20,20000,0,0,0,No,0,18,,1,,,,,500000,Partly Paid,,1,,,,1,,,groom
00D5DBC0-55F3-9C46-91B7-CEEB0141CAA5,EA340003-0E97-E144-9F93-4A941B77F719,F,1964,,,,2,Respondent,,,1,1,,,,,,,1,05,,18,0,0,,0,0,0,0,0,No,0,,,1,,,,,500000,Not Paid,,,,,1,,,1,bride
0178768C-E351-7843-A226-C6984596E710,1BABC6EB-DE50-8B42-95F1-05B454E93648,M,1938,,,,2,Other,SHASUR,,1,,,,,,2,2,1,10,,0,0,0,,0,0,0,0,600,No,0,18,,,,,,,,,,,,,,,,,
0178768C-E351-7843-A226-C6984596E710,891562AC-9A69-944C-A540-14BF8B16E912,F,1954,,,,2,Other,SHASURI,,1,,,,,,2,2,1,05,,18,0,0,,0,0,0,0,0,No,0,0,,,,,,,,,,,,,,,,,
0178768C-E351-7843-A226-C6984596E710,DA005D8E-8292-1244-9577-365C8E9D185D,M,1973,0,0,,2,Husband,,,1,1,,,,,,,1,10,,10,0,0,,39,0,0,0,0,No,0,,,,,,,,,,,,,,,,,,
0178768C-E351-7843-A226-C6984596E710,DAE0988D-8E17-0148-ABE3-A605198D67C3,F,1987,,,,2,Respondent,,,1,1,,,,,,,1,09,,10,8,0,,27,2200,0,0,0,No,0,,,1,,,,,0,DK,,,,,1,,,1,groom
02DC08C6-CD1A-3B44-B93F-A3ADE85B3BDD,10885558-93CA-404F-AA7E-6C34F908AD37,F,2002,0,0,,1,Child,,5,1,1,,,,,0,0,1,9/77,NA,20,0,0,,0,0,0,0,0,No,0,0,1,,,,,,,,,,,,,,,,
02DC08C6-CD1A-3B44-B93F-A3ADE85B3BDD,1B12838B-6367-634E-8870-FF6270524BB5,F,1990,0,0,,2,Child,,2,,3,,,,,1,1,1,10,16,18,0,0,,0,0,0,0,0,No,0,10,,1,,,,,250003,Paid In Full,1,1,,1,,1,,,bride
02DC08C6-CD1A-3B44-B93F-A3ADE85B3BDD,3929F681-5753-834A-9969-00297D059660,F,1986,0,0,,2,Child,,1,,4,,,1,1,1,1,1,09,10,18,0,0,,0,0,0,0,0,No,0,5,,1,,,,,1000002,Paid In Full,1,1,,1,,1,,,bride
02DC08C6-CD1A-3B44-B93F-A3ADE85B3BDD,3C2E6A58-6909-6F42-8B3F-20A70E3BA236,F,1997,0,0,,1,Child,,4,1,1,,,,,0,0,1,12/77,NA,21,0,0,,0,500,0,0,0,No,0,0,1,,,,,,,,,,,,,,,,
02DC08C6-CD1A-3B44-B93F-A3ADE85B3BDD,6220348C-9F76-B843-8880-430E102998DC,F,1993,0,0,,2,Child,,3,,4,,,,,0,0,1,10,10,18,0,0,,0,0,0,0,0,No,0,9,,1,,,,,600003,Paid In Full,1,1,,1,,1,,,bride
02DC08C6-CD1A-3B44-B93F-A3ADE85B3BDD,81AC5F0C-0348-5F4E-A13C-8D1A6FFD616F,F,1965,,,,2,Respondent,,,1,1,,,,,,,1,01,,18,0,0,,0,0,0,0,0,No,0,,,1,,,,,5002,Paid In Full,1,1,,1,,1,,,bride
02DC08C6-CD1A-3B44-B93F-A3ADE85B3BDD,9E3B4993-BF54-3F4A-A9F7-857E562A456B,M,1964,0,0,,2,Husband,,,1,1,1,1,,,,,1,05,,5,0,0,,39,60000,0,0,0,No,0,,,,,,,,,,,,,,,,,,
030EA194-651A-8946-941E-206CC63BCAEB,0CF7F6AE-991C-B242-975A-11D7024C6E31,M,1982,0,0,,2,Child,,1,,5,1,1,,,2,0,1,9,9,10,0,0,,34,20000,0,0,0,No,0,18,,1,,,,,280000,Partly Paid,,,,1,,1,,,equal
030EA194-651A-8946-941E-206CC63BCAEB,53F5FBAB-23CA-6743-AAB3-18EED30492B3,F,1987,0,0,,2,Child,,3,,4,,1,,1,1,0,1,9,4,18,0,0,,0,0,0,0,0,No,0,12,,1,,,,,300000,Partly Paid,,,,1,,1,,,bride
030EA194-651A-8946-941E-206CC63BCAEB,588FB597-4B34-7742-A785-5C0F849DDC5C,F,1965,,,,2,Respondent,,,1,1,,,,,,,1,1,,18,0,0,,0,0,0,0,0,No,0,,,1,,,,,2000,Partly Paid,,1,,1,,1,,,bride
030EA194-651A-8946-941E-206CC63BCAEB,71237E8A-4DFC-2447-AC82-99C7682A2AD7,F,1992,,,,2,Other,Cacaler baw,,1,,,,,,2,0,1,9,,18,0,0,,0,0,0,0,0,No,0,10,,,,,,,,,,,,,,,,,
030EA194-651A-8946-941E-206CC63BCAEB,9747A2D0-2514-954A-8401-39DE181D2390,F,1984,0,0,,2,Child,,2,,4,,,1,1,1,0,1,9,10,18,0,0,,0,0,0,0,0,Yes,10000,10,,1,,,,,300000,Partly Paid,,1,,1,,1,,,groom
030EA194-651A-8946-941E-206CC63BCAEB,B6D1539F-1081-B242-9806-3227B2185077,M,2013,,,,1,Other,G.Son,,1,,,,,,0,0,1,1/77,,20,,,,,,,,,No,,0,,,,,,,,,,,,,,,,,
030EA194-651A-8946-941E-206CC63BCAEB,CA7A9FE8-6742-574C-B0AF-C3CACA04E48F,M,2017,,,,1,Other,G.Son,,1,,,,,,0,0,6,0,,0,,,,,,,,,No,,0,,,,,,,,,,,,,,,,,
030EA194-651A-8946-941E-206CC63BCAEB,F0001D43-786B-F347-88EB-008F0A137066,M,1957,0,0,,2,Husband,,,1,1,,,,,,,1,5,,0,0,0,,0,0,0,0,0,Yes,10000,,,,,,,,,,,,,,,,,,
030EA194-651A-8946-941E-206CC63BCAEB,F3E44FF6-07C6-184F-A089-8293ECE70026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03109834-AB70-5743-8083-93570FA8DAE8,2E3E1B23-C41F-5D42-827D-0C4E914FEDF7,M,1999,0,0,0,1,Child,,2,,4,,,,,0,0,1,4,NA,0,0,0,-,0,0,0,0,0,No,0,0,1,,,,,,,,,,,,,,,,
03109834-AB70-5743-8083-93570FA8DAE8,5B085188-C495-7D4F-A4E4-C640BDC8C954,M,1969,0,0,0,2,Husband,,,1,1,,1,,,,,1,6,,4,0,0,-,23,6000,0,0,0,No,0,,,,,,,,,,,,,,,,,,
03109834-AB70-5743-8083-93570FA8DAE8,B4C57415-14D9-0546-8022-8B0F43975605,F,1972,,,,2,Respondent,,,1,1,,,,,,,1,4,,18,0,0,-,0,0,0,0,0,No,0,,,1,,,,,100000,Partly Paid,,,,1,,1,,,bride
03109834-AB70-5743-8083-93570FA8DAE8,BFDA3628-B752-B14A-B048-AA6253A664A3,F,1995,0,0,0,1,Child,,1,,4,,,,,0,0,1,12/77,NA,20,0,0,-,0,0,0,0,0,No,0,0,1,,,,,,,,,,,,,,,,
03109834-AB70-5743-8083-93570FA8DAE8,F500EE79-CAC5-0949-BDB6-CA975AFB41E2,M,2007,0,0,0,1,Child,,3,,3,,,,,0,0,3,-,NA,20,0,0,-,0,0,0,0,0,No,0,0,1,,,,,,,,,,,,,,,,
03235896-F110-DC47-AD4A-9E8250B2B93D,4F4923D5-20CD-2F44-8F97-07E9C712BE3F,M,1975,0,0,0,2,Child,,1,1,1,,,,,0,1,1,9,8,9,1,0,-,18,29000,14000,0,0,No,0,18,,1,,,,,700004,Paid In Full,1,1,,,,1,,,equal
03235896-F110-DC47-AD4A-9E8250B2B93D,94076615-88B0-6B42-9F24-A010C8D25BA5,F,2007,,,,1,Other,DAUGHTER 0F SISTER IN LOW,,1,,,,,,0,0,1,6/77,,20,0,0,-,0,0,0,0,0,No,0,0,,,,,,,,,,,,,,,,,
03235896-F110-DC47-AD4A-9E8250B2B93D,94EF5704-AF25-3E4D-BBF7-949B7914CC89,M,0,0,10,0,2,Husband,,,,,,,,,,,6,0,,0,0,0,DEAD,0,0,0,0,0,No,0,,,,,,,,,,,,,,,,,,
03235896-F110-DC47-AD4A-9E8250B2B93D,9565CA60-5EC3-C642-AC85-FD94E197022C,F,1982,0,0,0,2,Child,,3,,3,,,,,0,1,1,5,9,18,0,0,-,0,0,0,0,0,No,0,9,,1,,,,,700005,Paid In Full,1,,,,,1,,,bride
03235896-F110-DC47-AD4A-9E8250B2B93D,9BB0A804-FEB9-CA41-860A-BE68D591BCF6,F,1988,,,,2,Other,DAUGHTER  IN LOW,,1,,,,,,0,1,1,8,,18,0,0,-,0,0,0,0,0,No,0,9,,,,,,,,,,,,,,,,,
03235896-F110-DC47-AD4A-9E8250B2B93D,B302D8AE-2D51-B24E-8075-E56A423BD792,F,1958,,,,4,Respondent,,,1,1,,,,,,,1,4,,18,0,0,-,0,0,0,0,0,No,0,,,1,,,,,0,Partly Paid,1,1,,,,1,,,equal
03235896-F110-DC47-AD4A-9E8250B2B93D,D3DFB5B2-BAF3-5146-9B24-A9564A85D10C,M,1978,0,0,0,2,Child,,2,,4,1,1,1,,1,0,1,4,5,10,0,0,-,15,20000,0,0,0,No,0,18,,,1,,,,400001,Paid In Full,1,1,,,,1,,,groom
036B1777-78F2-0140-9036-51546D9271E1,0FEACE6A-538E-C74B-A3EF-DFDCDA7DA4EC,M,1994,0,0,,1,Child,,5,1,4,,,,,0,0,1,14/77,NA,0,0,0,,0,0,0,0,0,No,0,0,1,,,,,,,,,,,,,,,,
036B1777-78F2-0140-9036-51546D9271E1,13FE11AC-4EB6-E349-8F0C-5D787CA32AF4,M,1982,0,0,,2,Child,,1,1,4,,,,,1,3,1,05,09,9,0,0,,20,20000,0,0,0,No,0,18,,,1,,,,60000,DK,,,,,1,1,,,equal
036B1777-78F2-0140-9036-51546D9271E1,2395075A-D7B5-CB40-98CD-0FE02369B72B,M,1988,0,0,,1,Child,,4,1,4,,,,,0,0,1,17,NA,0,0,0,,0,0,0,0,0,No,0,0,1,,,,,,,,,,,,,,,,
036B1777-78F2-0140-9036-51546D9271E1,2836AD72-9D11-5E44-94BE-228BF1E66736,M,1958,0,0,,2,Husband,,,1,1,,,,,,,1,06,,0,0,0,,0,0,0,0,0,Yes,30000,,,,,,,,,,,,,,,,,,
036B1777-78F2-0140-9036-51546D9271E1,614CBB61-014E-6647-941D-3B298AC31C6C,F,1984,0,0,,2,Child,,2,,3,,,,,0,4,1,08,10,18,0,0,,0,0,0,0,0,No,0,11,,1,,,,,60000,DK,,,,,1,,,1,equal
036B1777-78F2-0140-9036-51546D9271E1,6978E695-5FFD-714C-882D-E1BCCC1B8A7D,F,0,,,,2,Other,CHELER BOW,,1,,,,,,1,3,1,09,,18,0,0,,0,0,0,0,0,No,0,9,,,,,,,,,,,,,,,,,
036B1777-78F2-0140-9036-51546D9271E1,B59F58FB-1208-AC4C-B7B8-7B1828C35B72,F,1999,0,0,,2,Child,,6,1,1,,,,,0,0,1,11/77,03,18,0,0,,0,0,0,0,0,No,0,2,,1,,,,,200000,DK,,1,,,,1,,,equal
036B1777-78F2-0140-9036-51546D9271E1,DD6B82DB-49AB-8E43-A50A-03337A32B529,F,2006,,,,1,Other,NATIN,,1,,,,,,0,0,1,5/77,,20,0,0,,0,0,0,0,0,No,0,0,,,,,,,,,,,,,,,,,
036B1777-78F2-0140-9036-51546D9271E1,F4E797B9-800C-A741-8735-4FD884B1A6BE,F,1963,,,,2,Respondent,,,1,1,,,,,,,1,02,,18,0,0,,0,0,0,0,0,No,0,,,1,,,,,30000,Not Paid,,,,,1,1,,,equal
036B1777-78F2-0140-9036-51546D9271E1,F879DDB3-F02F-E045-BE5D-FD94756DF9A4,M,1986,0,0,,2,Child,,3,1,5,1,,,,0,0,3,00,11/77,12,0,0,,17,30000,0,0,0,No,0,18,,1,,,,,150000,DK,,,,,1,1,,,equal
03D1EE2F-AAEB-7443-89FA-25C9B8C64A19,2F4AAAFC-B4ED-1345-BCE2-7EEFDAD9D1CE,F,1997,,,,2,Other,Daughter in low,,1,,,,,,0,0,1,11/77,,20,,,,,,,,,DK,0,4,,,,,,,,,,,,,,,,,
03D1EE2F-AAEB-7443-89FA-25C9B8C64A19,3DB15FDB-4B29-3F4D-AC7B-4FB270B8CA0A,F,1976,7,34,1983,1,Child,,4,,,,,,,,,,,,0,,,DEAD,,,,,,,,,1,,,,,,,,,,,,,,,,
03D1EE2F-AAEB-7443-89FA-25C9B8C64A19,574AFD67-AAC8-6E42-8E19-F53F1BBCDFAC,F,1956,,,,4,Respondent,,,1,1,,,,,,,6,0,,18,,,,,,,,,No,,,,1,,,,,0,DK,,,,,1,,,1,groom
03D1EE2F-AAEB-7443-89FA-25C9B8C64A19,66C43FCB-5EDF-9348-9020-C895F123EEFF,F,2016,,,,1,Other,Grand Daughter,,1,,,,,,0,0,0,0,,0,,,,,,,,,No,,0,,,,,,,,,,,,,,,,,
03D1EE2F-AAEB-7443-89FA-25C9B8C64A19,6CEE36BD-B294-044B-AF5C-B1565DEA1D3F,M,1952,40,25,1992,6,Husband,,,,,,,,,,,0,0,,1,,,DEAD,,,,,,,,,1,,,,,,,,,,,,,,,,
03D1EE2F-AAEB-7443-89FA-25C9B8C64A19,7C8A3A37-1A17-4A49-8003-AD49100F4A3C,F,1998,,,,2,Other,Daughter in low,,1,,,,,,0,1,1,7,,18,,,,,,,,,No,,4,,,,,,,,,,,,,,,,,
03D1EE2F-AAEB-7443-89FA-25C9B8C64A19,86E4EB88-A2DF-7442-8273-6310EA2CE80F,M,2002,,,,1,Other,Bhoner Chele,,1,,,,,,0,0,1,10/77,,20,,,,,,,,,Yes,,0,,,,,,,,,,,,,,,,,
03D1EE2F-AAEB-7443-89FA-25C9B8C64A19,87AF2E66-B8B2-C841-BB26-0E2F065E5E53,M,1996,,,,1,Child,,3,,5,1,,,,0,0,1,9,NA,0,,,,,,,,,No,,0,1,,,,,,,,,,,,,,,,
03D1EE2F-AAEB-7443-89FA-25C9B8C64A19,E9358A93-5003-4444-9D33-989F949DFE21,M,1976,,,,2,Child,,1,1,1,,,,,0,1,1,5,7,4,,,,39,6000,,,,No,,18,,1,,,,,0,DK,,,,,1,,,1,equal
03D1EE2F-AAEB-7443-89FA-25C9B8C64A19,EED7BF97-AD3B-6B43-AD97-4E7D90797E49,M,1987,,,,2,Child,,2,,4,1,1,,,0,0,1,7,11/77,4,,,,28,6500,,,,No,,20,,1,,,,,0,DK,,,,,1,,,1,equal
03E5D296-CE95-412A-8830-E2E14DA84844,41960BE7-CE54-4F46-B828-122FB1552DFD,F,1985,,,,1,Child,,3,,4,,,,,0,0,1,8,NA,0,,,,,,,,,No,,0,1,,,,,,,,,,,,,,,,
03E5D296-CE95-412A-8830-E2E14DA84844,8CA692E6-FF41-47D3-9827-349F58AEFECD,M,1952,,,,2,Husband,,,1,1,,1,,,,,0,0,,1,4,5,,35,3500,7500,,300,No,,,1,,,,,,,,,,,,,,,,
03E5D296-CE95-412A-8830-E2E14DA84844,A1A8CC15-C347-4B27-915F-906217359099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03E5D296-CE95-412A-8830-E2E14DA84844,A5184515-4AC8-4BF4-A2C0-457AFD3DDDC4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
03E5D296-CE95-412A-8830-E2E14DA84844,A7DB6CCE-F4FC-4E05-9406-CC7C7519EB5A,F,1987,,,,1,Child,,4,1,1,,1,,,0,0,1,12,NA,0,,,,,,,,,No,,0,1,,,,,,,,,,,,,,,,
03E5D296-CE95-412A-8830-E2E14DA84844,B3FDB4FD-90E3-40C5-937B-7F38E30838B5,F,1990,,,,1,Child,,5,,4,1,1,,,0,0,1,12,NA,10,,,,25,10000,,,,No,,0,1,,,,,,,,,,,,,,,,
03E5D296-CE95-412A-8830-E2E14DA84844,E8296F01-EA2D-492E-863F-1DD357B722CF,F,1956,,,,2,Respondent,,1,1,1,,,,,,,1,5,,18,,,,,,2500,,,Yes,3000,,,,1,,,,0,DK,,,,,1,,,1,equal
03E5D296-CE95-412A-8830-E2E14DA84844,F236604C-A9C4-4344-8682-9390068E5253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,
03E5D296-CE95-412A-8830-E2E14DA84844,F6F4B6C4-1315-47E5-AA2E-E6C509F97A57,F,1980,,,,2,Child,,2,1,1,,1,1,1,0,0,0,0,DK,18,,,,,,,,,No,,12,,,1,,,,0,Partly Paid,,,,1,,1,,,bride
03E5D296-CE95-412A-8830-E2E14DA84844,FE0C67D1-26A6-4A84-85FB-EA3B2590A506,F,1979,,,,2,Child,,1,,4,1,1,1,1,2,0,1,5,9,18,,,,,,,,,No,,10,,,,1,,,0,Partly Paid,,1,,1,,,1,,bride
04337336-BCF5-1449-8E35-EBFF3AAE55CE,094F7BC3-F27C-6644-B34F-E6BEC05D48E0,F,2005,,,,1,Child,,2,1,1,,,,,,,1,6/77,NA,20,0,0,,0,,,,,No,0,0,1,,,,,,,,,,,,,,,,
04337336-BCF5-1449-8E35-EBFF3AAE55CE,8261B4BB-EE8D-0746-9B85-BBED61B0454F,F,1977,,,,2,Respondent,,,1,1,,,,,,,1,5,,18,0,0,,0,,,,,No,0,,,1,,,,,80000,Partly Paid,,,,,1,1,,,bride
04337336-BCF5-1449-8E35-EBFF3AAE55CE,9026EF36-1A17-D843-9040-36753219F067,F,2003,,,,1,Child,,1,1,1,,,,,,,1,8/77,NA,20,0,0,,0,,,,,No,0,0,1,,,,,,,,,,,,,,,,
04337336-BCF5-1449-8E35-EBFF3AAE55CE,AEC764C1-03F2-5347-AFBC-0F06F7DA03F6,M,2015,,,,1,Child,,3,1,1,,,,,,,6,0,NA,0,0,0,,0,,,,,No,0,0,1,,,,,,,,,,,,,,,,
04337336-BCF5-1449-8E35-EBFF3AAE55CE,BA7DEEC1-A445-1540-8D59-C2810E8C495F,M,1972,,,,2,Husband,,,1,1,,,,,,,6,0,,12,0,0,,24,10500,,,,No,0,,,,,,,,,,,,,,,,,,
048AA5B0-AA47-6B41-A1D1-050BB85D70FD,230E01F0-1492-FB4C-9DD4-A7216293EAC4,F,,,,,2,Child,,2,,4,,,1,1,1,1,1,10,6,18,,,,,,,,,No,,9,,1,,,,,150000,Partly Paid,,1,,1,,1,,,equal
048AA5B0-AA47-6B41-A1D1-050BB85D70FD,4A298A2E-BBD5-E44E-BFBD-059C89282A13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
048AA5B0-AA47-6B41-A1D1-050BB85D70FD,58921D94-2DC1-9C46-BDAA-342D936F0DA1,F,1989,,,,2,Child,,3,1,1,,,1,1,0,0,1,10,DK,18,,,,,,,,,Yes,2000,10,,1,,,,,200000,Partly Paid,,,,1,,1,,,groom
048AA5B0-AA47-6B41-A1D1-050BB85D70FD,7E76A105-92AA-B24B-9A26-0AD04E752332,F,1987,,,,2,Other,DAUGHTER-IN-LAW,,1,,,,,,0,1,1,5,,18,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
048AA5B0-AA47-6B41-A1D1-050BB85D70FD,8527F1AF-82E4-2F4F-990F-C343227859E9,M,1985,,,,2,Child,,1,1,1,,,,,0,1,1,10,5,4,,,,30,6000,,,,No,,18,,1,,,,,40000,Partly Paid,,1,,1,,1,,,equal
048AA5B0-AA47-6B41-A1D1-050BB85D70FD,A6AC7D15-236F-A649-B3EE-E4F90CDFF56B,M,,,,,2,Husband,,,,5,1,1,,,,,1,6,,10,,,,49,30000,,,,No,,,,,,,,,,,,,,,,,,,
048AA5B0-AA47-6B41-A1D1-050BB85D70FD,A6B568FE-0F40-9445-8947-EE736246D0C4,F,1965,,,,2,Respondent,,,1,1,,,,,,,1,5,,18,,,,,,,,,Yes,25000,,,1,,,,,0,DK,,,,,1,,,1,bride
