"id","religion","skilledWork","skilledWorkWhich","foodSecurity","foodSourceChildhood","foodSourceNow","WEALTH_TOTAL_VAL","n","hh_income","hh_remit","hh_pension","hh_crops","hh_rents","total_income","labor_migrant_hh_total","husbandDhakaVisit","husbandBangladeshVisit","husbandAbroadVisit","respondentDhakaVisit","respondentBangladeshVisit","respondentAbroadVisit","natalBariDhakaMale","natalBariDhakaFemale","natalBariBangladeshMale","natalBariBangladeshFemale","natalBariAbroadMale","natalBariAbroadFemale","maritalBariDhakaMale","maritalBariDhakaFemale","maritalBariBangladeshMale","maritalBariBangladeshFemale","maritalBariAbroadMale","maritalBariAbroadFemale","familyBariEducationAfter","MacArthurLadderPresent","listenRadio","watchTVMinutes","watchTVHours","watchTVPer","useInternet","marketIntegrationPrimarySchoolTime","marketIntegrationHighSchoolTime","marketIntegrationCollegeTime","marketIntegrationSmallBazaarTime","marketIntegrationLargeBazaarTime","marketIntegrationTownTime","marketIntegrationMainRoadTime","marketIntegrationDhakaTime","marketIntegrationPharmacyTime","marketIntegrationMBBSTime"
"09D5EFC6-947E-D648-B633-169D3A6255F8","ISLAM",0,"",1,"all from own work","all from bazar",237250,4,10500,0,0,1333.33333333333,25000,36833.3333333333,1,2,2,0,2,2,0,4,3,1,0,1,0,2,0,1,0,0,0,"average",6,0,0,0,"",0,30,0,60,30,60,60,120,240,30,30
"09DED313-18D4-394F-A9C2-50E410FE17F7","Islam",0,"",1,"all from bazar","25 percent from own work",221740,6,15000,0,0,1458.33333333333,0,16458.3333333333,0,4,2,0,1,1,0,3,3,0,0,0,0,0,0,2,2,0,0,"less",5,0,0,0,"",0,30,40,40,30,30,30,45,180,30,30
"0A5A3A45-A382-EF4A-A7CD-7C8FB446FC91","ISLAM",0,"",1,"25 percent from own work","25 percent from own work",352975,14,0,35000,0,4166.66666666667,0,39166.6666666667,9,8,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,2,0,"average",7,0,0,0,"",2,5,10,10,10,20,30,40,180,20,30
"0AD825DB-3DD8-8C43-8EDE-CF030F6098EF","ISLAM",0,"",1,"50 percent from own work","all from bazar",87980,5,12000,0,0,0,0,12000,4,2,0,0,3,3,0,0,0,0,0,0,0,0,1,0,1,0,0,"less",2,0,30,0,"day",0,15,20,20,15,30,30,60,240,15,30
"0ADE1685-655F-754F-A83E-4B72CECB364A","ISLAM",0,"",1,"50 percent from own work","25 percent from own work",307100,6,20000,15000,0,0,0,35000,1,2,1,1,2,1,0,2,3,0,0,0,0,0,0,0,0,2,0,"average",7,0,0,0,"",1,30,30,30,30,60,60,30,300,5,60
"0BC68E77-B5B5-9849-9D16-EE9778C77915","ISLAM",0,"",1,"all from bazar","all from bazar",255950,8,45000,50000,0,833.333333333333,0,95833.3333333333,5,4,1,3,1,2,0,1,3,1,1,1,0,6,6,0,0,6,0,"more",7,0,10,0,"week",1,5,30,30,10,10,180,30,240,10,60
"0C13009C-8F36-2143-9C73-C67CB5EF153C","Islam",0,"",2,"25 percent from own work","all from bazar",139025,5,24000,1000,0,0,0,25000,2,2,0,0,2,0,0,8,6,0,0,2,0,5,0,0,0,0,0,"less",3,0,0,1,"day",NA,10,0,60,15,30,30,30,240,15,60
"0C2C4CE0-F13F-8A4A-B9DD-C8FFC2E6B968","ISLAM",1,"PATI BONA,KHATHA SHELAI",2,"50 percent from own work","all from bazar",146395,10,60000,0,0,0,0,60000,1,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"average",5,0,0,0,"",1,30,15,15,5,10,40,5,60,5,10
"0C662831-52DD-1041-96F2-CDBE6A6201E0","Islam",0,"",1,"all from bazar","all from bazar",149820,10,36000,10000,0,0,0,46000,8,1,1,0,1,0,0,2,0,0,0,0,0,3,3,1,4,0,0,"less",2,0,0,0,"0",3,10,30,30,10,30,30,10,360,20,30
"0D0EFB1D-95F7-F24F-AAF6-A9B971C687BB","ISLAM",1,"PATI",1,"75 percent from own work","25 percent from own work",381350,6,6000,0,0,3750,0,9750,1,4,4,8,2,2,0,7,5,0,0,6,0,1,2,0,0,5,0,"average",6,0,30,0,"week",0,10,10,10,10,10,30,3,150,10,10
"0D554B9D-B2DF-854F-B137-FADDAEC745CF","ISLAM",0,"",1,"50 percent from own work","all from bazar",214975,15,70000,5000,10000,0,0,85000,0,2,1,0,2,1,0,0,0,0,0,0,0,5,1,0,0,0,0,"more",5,0,0,0,"",0,20,60,60,10,60,40,20,150,10,40
"0D7AB5CE-5901-964C-8D88-795B4B2B0912","Islam",0,"",1,"75 percent from own work","50 percent from own work",390275,8,35000,55000,0,1666.66666666667,0,91666.6666666667,5,8,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"average",8,0,0,0,"",3,10,20,20,10,10,60,10,150,10,10
"0DB81420-7024-084E-8DA0-7D1437E1A811","Islam",1,"Pati banate pare",2,"50 percent from own work","75 percent from own work",290975,11,16000,25000,0,2500,0,43500,8,8,2,0,4,2,0,20,10,0,0,10,0,5,3,0,1,4,0,"less",9,0,0,0,"",0,5,0,60,2,20,80,60,120,10,20
"0E00593C-28D3-3843-BF1D-6FEE2D742AFA","ISLAM",1,"HANDY CRAFT",1,"75 percent from own work","all from bazar",149075,8,15000,0,650,0,0,15650,1,8,1,0,2,0,0,1,1,0,0,4,0,7,3,1,1,0,0,"average",5,0,0,0,"",0,20,30,30,30,30,30,20,180,20,30
"0E2849BB-373F-704C-AE53-72C2ACD925D0","Islam",0,"",2,"25 percent from own work","25 percent from own work",227380,9,9100,7000,0,333.333333333333,0,16433.3333333333,3,1,2,0,8,2,0,0,0,0,0,0,0,7,2,0,0,2,0,"less
more",4,0,0,0,"",0,10,10,10,10,10,30,40,240,10,10
"0E300876-4672-8C41-8707-85A661E29E63","Islam",1,"Pati .Maylla",2,"all from bazar","all from bazar",272425,10,36000,16000,0,0,0,52000,13,8,8,0,8,2,0,1,0,0,0,1,0,4,7,0,0,0,0,"less",4,0,0,1,"day",2,2,20,20,20,20,20,40,240,20,20
"0E3761BC-9733-9E49-84DC-09D31528F47C","Islam",0,"",1,"25 percent from own work","all from bazar",213920,9,24000,10000,0,416.666666666667,0,34416.6666666667,6,2,0,0,1,1,0,2,0,0,0,1,0,0,1,0,0,2,1,"average",4,0,0,0,"",2,20,30,30,2,30,30,2,180,2,30
"0E726AFA-C218-F548-864F-86C40E9B4639","Islam",1,"MOYLLA",2,"25 percent from own work","25 percent from own work",180625,9,36000,0,0,8.33333333333333,200,36208.3333333333,0,1,2,0,2,1,0,9,1,0,0,0,0,3,1,0,0,2,0,"less",4,0,0,0,"",0,20,90,90,30,90,90,40,210,30,30
"0E92ECE0-A7B9-6846-9720-3429EEEEE532","Islam",0,"",1,"50 percent from own work","all from bazar",329020,17,0,50000,0,0,0,50000,6,2,1,0,3,1,0,5,0,0,0,6,0,2,0,0,0,1,0,"average",6,0,0,3,"day",3,20,30,30,5,30,30,60,240,5,30
"0F4219CA-3684-D844-8EF6-10B9603B6955","Islam",0,"",1,"all from bazar","all from bazar",245500,5,30000,10000,0,0,0,40000,2,4,0,1,2,0,0,0,0,0,0,3,0,2,3,0,0,2,0,"average",8,0,0,NA,"",1,NA,60,60,NA,NA,NA,NA,180,NA,NA
"1038A9EF-81CE-7848-BF09-47630858C071","Hindu",0,"",1,"all from bazar","all from bazar",218975,8,6027,15000,0,1416.66666666667,0,22443.6666666667,1,0,2,0,0,8,0,0,0,0,0,0,0,0,0,3,3,2,0,"less",3,0,0,0,"",0,5,10,10,5,5,60,60,150,5,60
"103B32D5-58EA-264B-AA97-207D1911AE21","ISLAM",1,"PATI PAKHA",1,"50 percent from own work","25 percent from own work",238075,6,13000,3000,0,833.333333333333,0,16833.3333333333,8,5,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,1,0,"more",5,0,30,1,"day",0,10,10,10,5,20,25,40,180,10,20
"107B6230-1C4C-0D43-ABC9-8389C924D1AD","ISLAM",0,"",1,"75 percent from own work","75 percent from own work",264850,10,12000,50000,0,1666.66666666667,0,63666.6666666667,5,4,4,0,4,0,0,2,0,1,0,1,0,0,0,0,0,2,0,"more",6,0,0,0,"",1,15,15,15,5,5,25,46,90,5,5
"11249C1C-5862-784E-B43A-3936E7D788C8","Islam",0,"",1,"all from own work","all from bazar",50385,9,28000,6500,0,0,0,34500,16,8,2,8,3,8,0,2,0,0,0,0,0,2,0,0,0,0,0,"average",3,0,30,1,"day",0,5,30,30,10,30,30,30,180,10,30
"1171BC0A-57BF-544D-A9BD-6FCDDC194F8B","ISLAM",0,"",2,"25 percent from own work","75 percent from own work",117784,6,18000,6000,0,1666.66666666667,0,25666.6666666667,0,2,4,0,2,4,0,3,0,0,0,1,0,1,0,0,0,0,0,"less",1,0,0,1,"day",0,10,30,90,15,15,60,60,240,15,15
"11B54D99-D709-174B-9EFB-9FA183AAE79F","ISLAM",0,"",2,"75 percent from own work","all from bazar",78950,7,10000,2000,100,0,0,12100,1,2,2,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,"less",3,0,0,0,"",0,20,30,30,30,30,30,90,240,30,30
"12249750-7E29-AE4A-9F01-25B18960C004","Hindu",0,"",2,"25 percent from own work","all from bazar",47675,15,32000,1000,0,0,0,33000,3,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,"average",3,0,0,0,"",0,10,0,60,30,30,30,30,180,30,180
"1227A235-0E6D-F54B-B945-4789965BB98E","Hindu",0,"",1,"all from bazar","all from bazar",84160,5,12000,0,0,0,0,12000,0,1,2,0,1,4,0,0,0,2,2,0,0,0,0,0,0,0,0,"less",1,0,0,5,"",0,15,25,25,10,15,15,15,180,15,20
"12E7A782-DD69-784A-8163-FCE3EC3BFA72","HINDU",0,"",1,"all from bazar","all from bazar",227750,4,10000,0,0,0,0,10000,2,5,8,0,2,2,0,3,2,0,0,0,0,0,0,0,0,0,0,"less",3,0,0,2,"day",0,10,30,30,10,30,60,30,150,15,30
"13556211-99ED-C647-B236-C803BDF9FB15","ISLAM",0,"",1,"all from own work","all from bazar",205500,6,0,0,500,5833.33333333333,0,6333.33333333333,1,1,1,0,1,0,0,1,0,0,0,5,0,2,0,0,0,2,0,"more",3,0,0,0,"",0,10,40,40,20,20,20,20,120,20,140
"1357842D-F937-FD44-8C30-5E717E621252","ISLAM",0,"",2,"all from bazar","all from bazar",293650,10,21000,0,0,0,1800,22800,6,1,0,0,1,0,0,0,0,0,0,2,0,3,2,0,0,5,0,"less",1,0,30,0,"month",0,30,0,60,5,60,30,60,180,60,60
"137FE0EC-DA82-3B41-8EAB-EDF756730257","ISLAM",0,"",1,"25 percent from own work","all from bazar",388950,7,15000,0,4000,0,0,19000,2,4,8,0,5,8,0,8,8,1,2,0,0,3,3,0,0,0,0,"average",5,0,0,5,"day",0,10,15,15,10,10,45,20,180,5,15
"13C71AC6-A236-BE40-94D0-734AB077FE8B","HINDU",0,"",1,"25 percent from own work","all from bazar",268850,11,55000,0,0,0,0,55000,4,3,2,6,3,1,2,2,1,0,0,0,0,0,0,3,2,0,0,"average",6,0,0,2,"day",2,5,15,15,10,10,60,20,180,5,5
"13D85A3A-8BEE-8145-BF71-395EA4605B9C","ISLAM",0,"",1,"25 percent from own work","all from bazar",160575,7,25000,0,0,0,0,25000,1,2,1,0,2,1,0,9,6,0,0,4,0,0,0,0,0,0,0,"average",4,0,30,0,"day",0,20,6,6,3,10,30,30,150,10,30
"1423C99E-F357-3E41-BFA8-AD4C919A66ED","ISLAM",0,"",1,"25 percent from own work","all from bazar",189750,8,30000,12000,100,0,0,42100,1,2,0,1,0,1,0,3,3,0,0,2,0,1,0,0,0,2,0,"less",3,0,0,2,"day",2,30,30,30,10,30,30,90,240,10,30
"146C5E3F-BACD-404C-A670-184E5E9835B2","ISLAM",0,"",2,"all from bazar","25 percent from own work",155375,5,3000,0,0,2083.33333333333,0,5083.33333333333,3,4,2,8,1,1,0,14,12,0,0,0,0,12,3,0,0,15,0,"average",4,0,0,0,"",0,10,60,60,15,15,60,15,180,15,15
"14837634-2F57-8E46-BA5C-5D85C943CDCA","ISLAM",1,"PATI",2,"75 percent from own work","75 percent from own work",124200,4,6000,0,0,250,0,6250,0,4,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"average",4,0,1,0,"day",0,15,20,20,10,30,30,10,180,30,30
"157B3B2E-4165-444B-A8BD-23D7B8F3751B","Islam",0,"",2,"all from bazar","75 percent from own work",190375,5,17000,0,100,1000,0,18100,1,2,1,0,2,1,0,2,2,5,1,1,0,0,0,0,0,0,0,"average",3,0,30,0,"month",0,15,0,60,15,60,60,30,210,30,60
"15B7B4CF-89F5-9C4C-B951-B5C451BF8D73","ISLAM",0,"",3,"50 percent from own work","25 percent from own work",133120,6,0,0,0,583.333333333333,0,583.333333333333,0,2,1,0,0,1,0,0,1,1,2,2,0,3,2,0,0,0,0,"average",4,0,0,0,"",0,2,30,30,30,30,60,20,180,20,60
"15DC6CA3-64B2-C745-84E3-5E8176AD8DCC","Hindu",0,"",2,"all from bazar","all from bazar",146859,10,17000,200,400,0,0,17600,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,0,"less",2,0,0,0,"",0,20,30,30,5,5,90,5,180,5,5
"1649D7E5-326C-794F-8578-78FECAC7C154","ISLAM",1,"TAILAR",1,"all from bazar","50 percent from own work",448850,9,30000,10000,0,2500,0,42500,2,4,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,"average",10,0,60,0,"day",1,3,35,35,40,40,45,40,180,35,45
"16A526B1-4627-3E4E-BE3A-8FA8F4131549","Islam",0,"",1,"50 percent from own work","75 percent from own work",137525,8,50000,20000,0,2083.33333333333,0,72083.3333333333,10,4,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,3,0,"less",6,0,0,0,"",3,5,30,30,20,20,90,90,300,5,30
"16BA5DBE-1B0F-7549-A897-2CDC3BC9938A","ISLAM",1,"PATI",1,"25 percent from own work","25 percent from own work",256585,8,0,19000,0,7083.33333333333,0,26083.3333333333,4,2,2,0,2,0,0,5,2,0,0,10,0,10,1,1,0,25,0,"less",7,0,0,1,"day",2,5,15,15,10,10,90,30,180,10,45
"16F50600-8FAB-BE45-86B9-DC0B581049A3","ISLAM",0,"",1,"75 percent from own work","50 percent from own work",485015,11,55000,1e+05,0,2916.66666666667,20000,177916.666666667,4,2,8,0,2,2,0,3,4,2,0,1,0,0,0,0,1,2,0,"more",10,0,0,2,"week",0,15,15,15,15,60,80,45,140,15,45
"17C2FB67-7BF2-394E-99F5-9AA55848A2DE","ISLAM",0,"",1,"75 percent from own work","all from bazar",494775,4,1e+05,20000,0,0,26000,146000,2,4,4,4,4,0,0,4,4,0,0,5,0,5,7,0,0,3,0,"more",10,2,0,1,"day",1,30,30,30,50,30,30,20,210,5,30
"17C6E529-4CAA-584C-A473-055526B4F0FF","ISLAM",1,"PATI,PAKHA",1,"75 percent from own work","50 percent from own work",321100,10,0,15000,0,7083.33333333333,0,22083.3333333333,4,2,2,0,0,2,0,0,0,2,3,1,0,1,0,6,0,2,0,"less",4,0,0,NA,"",1,15,30,30,2,10,70,8,150,10,30
"18CEFECF-6C83-BD41-BECD-5BFFFE8C47E2","ISLAM",0,"",2,"25 percent from own work","all from bazar",186450,4,5000,0,0,0,0,5000,2,8,5,3,8,6,1,0,0,0,0,0,0,1,1,0,0,0,0,"less",3,0,30,0,"day",0,3,20,20,10,20,45,10,180,10,20
"194E6D9C-9F01-9946-9F5D-9F814290256A","Islam",0,"",2,"all from bazar","all from bazar",68880,8,10300,5000,300,0,0,15600,3,1,2,0,2,1,0,0,0,0,0,0,0,5,1,0,3,1,0,"less",2,0,0,0,"",0,5,20,20,5,10,60,70,180,10,60
"1967844D-27A5-E141-A2C0-AC4F9858992C","Islam",1,"Pati bona.",1,"75 percent from own work","75 percent from own work",259110,5,0,0,0,0,0,0,2,4,0,0,4,0,0,1,1,0,0,0,0,1,0,0,0,0,0,"average",4,0,30,0,"day",0,15,20,80,30,30,105,45,150,30,30
"19B9F9A5-4086-4A4A-9C69-C84F5150A71D","Islam",0,"",1,"25 percent from own work","25 percent from own work",400075,11,53000,10000,0,1875,0,64875,9,3,3,8,2,1,0,0,5,0,0,1,0,1,4,0,0,1,0,"less",7,0,30,0,"day",1,10,15,15,15,15,15,30,180,15,15
"19BBC60A-79A8-8C40-87FD-4FAF88B36B5B","HINDU",0,"",1,"all from bazar","25 percent from own work",311750,6,10000,0,0,333.333333333333,0,10333.3333333333,0,1,1,0,1,1,0,1,0,0,0,0,0,4,0,0,0,0,0,"average",4,0,0,4,"day",0,5,30,30,10,30,40,5,120,5,30
"19F77498-99FA-7440-BE05-36A58DDAE675","ISLAM",0,"",1,"50 percent from own work","all from bazar",280395,10,5000,0,0,0,0,5000,7,4,3,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"more",5,0,0,0,"",2,10,30,30,10,30,30,20,150,30,30
"1A05E825-2217-804F-B68B-662352EC8938","Islam",0,"",2,"25 percent from own work","50 percent from own work",180795,7,14500,5000,0,1166.66666666667,0,20666.6666666667,0,3,0,0,3,1,0,2,0,0,1,0,0,1,0,0,0,1,0,"less",5,0,0,0,"",4,5,15,15,15,15,45,30,240,15,15
"1A9E8DE8-7DFC-5244-9A8B-6D1A54B5CC9E","ISLAM",0,"",1,"all from bazar","75 percent from own work",189630,4,6000,0,0,1666.66666666667,0,7666.66666666667,1,1,2,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,"less",2,0,0,0,"",0,10,30,30,10,30,30,30,240,10,30
"1AC7E903-43E4-7045-9BBD-68F66B0D6B55","ISLAM",0,"",1,"all from own work","all from bazar",452750,7,25000,23000,600,0,0,48600,3,2,1,2,2,0,0,2,4,0,0,1,0,0,0,0,1,4,0,"more",7,0,0,1,"month",2,5,30,30,5,30,30,5,180,5,30
"1B5463F0-EDF8-0F4B-B5E1-0540802CF166","Islam",0,"",2,"all from bazar","all from bazar",258375,6,15000,0,0,0,0,15000,2,4,4,0,2,1,0,2,3,0,0,0,0,0,0,0,0,3,0,"less",3,0,0,0,"",0,20,20,20,10,20,60,20,180,20,20
"1BB0EC77-564F-DF4E-A17C-1EF5C6285396","ISLAM",1,"WEAVING MATE",2,"50 percent from own work","all from bazar",218600,6,23000,28000,0,0,0,51000,4,8,2,0,8,2,0,6,7,0,0,3,0,2,2,0,0,1,0,"less",6,0,0,1,"day",0,5,80,20,10,30,30,40,240,10,30
"1BF872DC-7F65-D149-96EB-96F043A488CD","ISLAM",1,"TAILORING",1,"75 percent from own work","75 percent from own work",363725,6,12000,0,0,1666.66666666667,20000,33666.6666666667,0,4,4,0,4,0,0,3,0,0,0,3,0,0,1,0,0,0,0,"average",5,0,0,0,"",0,5,30,30,15,15,45,15,120,15,15
